trans_date,first,last,merchant,category,amount,city,state,is_fraud,email
09/25/2026 20:40,Aditya,Gupta,Uber,shopping,61426.87,Chennai,MH,0,aditya.gupta@mail.com
10/17/2026 14:39,Ishaan,Singh,Uber,travel,24951.32,Delhi,TS,0,ishaan.singh@mail.com
09/09/2026 13:01,Arjun,Das,Ola,shopping,60356.1,Ahmedabad,KA,0,arjun.das@mail.com
09/19/2026 14:27,Aarav,Mehta,Pizza Hut,transport,77505.46,Ahmedabad,KA,0,aarav.mehta@mail.com
08/21/2026 03:11,Aditya,Kapoor,Flipkart,grocery,27210.16,Ahmedabad,DL,0,aditya.kapoor@mail.com
11/15/2026 04:47,Rohan,Verma,Reliance Store,food,12598.55,Hyderabad,TS,0,rohan.verma@mail.com
06/04/2026 22:35,Neha,Singh,Amazon,electronics,76578.68,Chennai,TN,0,neha.singh@mail.com
02/10/2026 18:21,Arjun,Das,Flipkart,food,6298.41,Kolkata,MH,0,arjun.das@mail.com
11/15/2026 18:10,Aarav,Patel,Reliance Store,shopping,34975.03,Bangalore,TN,0,aarav.patel@mail.com
03/03/2026 23:20,Aarav,Patel,Swiggy,food,44741.74,Delhi,KA,0,aarav.patel@mail.com
01/17/2026 07:28,Aarav,Singh,Air India,grocery,75119.29,Hyderabad,WB,0,aarav.singh@mail.com
06/18/2026 22:24,Arjun,Patel,Big Bazaar,food,67260.0,Pune,TS,0,arjun.patel@mail.com
08/08/2026 10:34,Ishaan,Reddy,Uber,transport,73662.35,Mumbai,DL,1,ishaan.reddy@mail.com
08/01/2026 02:16,Arjun,Reddy,Nike,shopping,38239.79,Chennai,DL,0,arjun.reddy@mail.com
01/06/2026 16:45,Neha,Patel,Starbucks,food,55624.99,Kolkata,TN,0,neha.patel@mail.com
03/10/2026 22:34,Aditya,Das,Reliance Store,food,54804.43,Delhi,MH,0,aditya.das@mail.com
06/18/2026 21:10,Ishaan,Gupta,Amazon,food,34587.38,Pune,MH,0,ishaan.gupta@mail.com
06/10/2026 17:02,Kavya,Patel,Air India,transport,10763.51,Delhi,GJ,0,kavya.patel@mail.com
05/04/2026 14:39,Aarav,Nair,Apple Store,transport,24720.56,Mumbai,WB,0,aarav.nair@mail.com
02/18/2026 14:32,Ishaan,Singh,Myntra,travel,18991.64,Ahmedabad,GJ,0,ishaan.singh@mail.com
07/05/2026 10:54,Meera,Reddy,Flipkart,food,20944.87,Ahmedabad,MH,0,meera.reddy@mail.com
07/07/2026 10:05,Ananya,Nair,Dominos,travel,63112.15,Mumbai,GJ,1,ananya.nair@mail.com
07/24/2026 01:52,Neha,Patel,Ola,transport,19300.3,Mumbai,GJ,0,neha.patel@mail.com
02/09/2026 10:08,Meera,Nair,Flipkart,shopping,30071.57,Mumbai,WB,0,meera.nair@mail.com
12/20/2026 17:40,Ananya,Singh,Ola,electronics,32183.14,Hyderabad,TS,0,ananya.singh@mail.com
05/27/2026 15:27,Riya,Mehta,Starbucks,electronics,5118.49,Hyderabad,TN,0,riya.mehta@mail.com
01/27/2026 20:07,Meera,Gupta,Croma,grocery,32386.69,Pune,GJ,0,meera.gupta@mail.com
07/10/2026 02:17,Kavya,Das,Big Bazaar,travel,13135.4,Ahmedabad,TN,0,kavya.das@mail.com
01/12/2026 12:52,Aditya,Mehta,Ola,electronics,3111.38,Chennai,KA,0,aditya.mehta@mail.com
12/06/2026 07:49,Aarav,Gupta,Air India,transport,36956.49,Hyderabad,GJ,0,aarav.gupta@mail.com
11/21/2026 09:24,Aarav,Singh,Apple Store,food,40337.78,Mumbai,GJ,0,aarav.singh@mail.com
10/08/2026 21:30,Ishaan,Mehta,Reliance Store,grocery,78536.7,Pune,WB,0,ishaan.mehta@mail.com
04/17/2026 08:48,Neha,Das,Swiggy,grocery,44406.19,Bangalore,WB,0,neha.das@mail.com
05/17/2026 05:19,Kavya,Patel,Croma,travel,70988.98,Pune,MH,0,kavya.patel@mail.com
02/26/2026 00:02,Arjun,Reddy,Apple Store,travel,68972.33,Chennai,WB,1,arjun.reddy@mail.com
12/06/2026 00:08,Meera,Sharma,Uber,food,44798.36,Bangalore,TS,1,meera.sharma@mail.com
01/21/2026 00:46,Ananya,Singh,Swiggy,food,60377.88,Ahmedabad,TS,1,ananya.singh@mail.com
12/20/2026 05:32,Ishaan,Gupta,Ola,food,17771.73,Delhi,MH,0,ishaan.gupta@mail.com
04/11/2026 10:46,Neha,Gupta,Reliance Store,electronics,1138.73,Mumbai,TS,0,neha.gupta@mail.com
06/19/2026 09:58,Kavya,Kapoor,Big Bazaar,electronics,66369.42,Mumbai,KA,0,kavya.kapoor@mail.com
02/28/2026 06:43,Kavya,Mehta,Nike,transport,21179.08,Bangalore,TS,0,kavya.mehta@mail.com
05/19/2026 21:28,Ananya,Reddy,Uber,food,77415.55,Delhi,DL,0,ananya.reddy@mail.com
12/26/2026 12:51,Aditya,Kapoor,Uber,travel,18928.54,Bangalore,TN,0,aditya.kapoor@mail.com
02/22/2026 19:22,Meera,Sharma,Starbucks,food,18783.83,Pune,DL,0,meera.sharma@mail.com
06/12/2026 01:20,Riya,Reddy,Starbucks,travel,59225.12,Ahmedabad,KA,1,riya.reddy@mail.com
09/08/2026 19:48,Rohan,Verma,Nike,travel,18995.86,Bangalore,WB,0,rohan.verma@mail.com
04/01/2026 01:18,Kavya,Nair,Big Bazaar,grocery,9072.55,Ahmedabad,KA,0,kavya.nair@mail.com
10/08/2026 08:41,Riya,Das,Starbucks,grocery,1268.64,Bangalore,TN,0,riya.das@mail.com
12/28/2026 16:19,Ishaan,Patel,Swiggy,electronics,52469.55,Delhi,DL,0,ishaan.patel@mail.com
11/07/2026 05:49,Arjun,Sharma,IRCTC,travel,70385.42,Hyderabad,DL,0,arjun.sharma@mail.com
07/24/2026 17:16,Ananya,Patel,Apple Store,shopping,7005.2,Chennai,KA,0,ananya.patel@mail.com
10/09/2026 09:31,Aditya,Reddy,Dominos,electronics,12041.54,Ahmedabad,TN,0,aditya.reddy@mail.com
12/07/2026 18:47,Ishaan,Singh,Dominos,grocery,1450.57,Pune,MH,1,ishaan.singh@mail.com
08/03/2026 22:10,Ishaan,Reddy,Reliance Store,shopping,65191.71,Kolkata,GJ,0,ishaan.reddy@mail.com
08/12/2026 05:54,Kavya,Das,Air India,grocery,54111.84,Kolkata,TS,0,kavya.das@mail.com
06/03/2026 22:34,Ishaan,Singh,Pizza Hut,travel,72103.32,Delhi,WB,0,ishaan.singh@mail.com
12/03/2026 09:42,Ananya,Patel,Zomato,food,23538.37,Ahmedabad,MH,0,ananya.patel@mail.com
09/21/2026 06:26,Aditya,Sharma,Pizza Hut,travel,66010.2,Pune,MH,0,aditya.sharma@mail.com
01/02/2026 06:59,Ishaan,Singh,Reliance Store,travel,18643.65,Delhi,TN,0,ishaan.singh@mail.com
11/03/2026 07:27,Arjun,Reddy,Pizza Hut,food,64325.74,Pune,WB,0,arjun.reddy@mail.com
12/09/2026 06:41,Rohan,Verma,Big Bazaar,electronics,44169.18,Kolkata,DL,0,rohan.verma@mail.com
09/14/2026 02:57,Aarav,Singh,Air India,food,55288.0,Mumbai,KA,1,aarav.singh@mail.com
02/28/2026 09:35,Aditya,Gupta,Zomato,shopping,73572.44,Mumbai,KA,0,aditya.gupta@mail.com
11/01/2026 21:33,Aarav,Gupta,Big Bazaar,travel,33942.91,Ahmedabad,DL,0,aarav.gupta@mail.com
12/06/2026 07:55,Riya,Patel,Amazon,travel,70166.99,Delhi,GJ,0,riya.patel@mail.com
01/25/2026 20:24,Ishaan,Gupta,Myntra,transport,71050.13,Chennai,DL,0,ishaan.gupta@mail.com
11/01/2026 16:42,Arjun,Das,Reliance Store,grocery,48199.16,Kolkata,WB,0,arjun.das@mail.com
06/21/2026 09:50,Kavya,Nair,Reliance Store,transport,73714.33,Pune,MH,0,kavya.nair@mail.com
05/12/2026 11:19,Aditya,Singh,Dominos,electronics,38820.28,Ahmedabad,DL,0,aditya.singh@mail.com
07/01/2026 05:34,Arjun,Das,Zomato,grocery,66566.74,Bangalore,WB,0,arjun.das@mail.com
07/01/2026 05:36,Neha,Gupta,Dominos,travel,54913.87,Pune,GJ,0,neha.gupta@mail.com
10/23/2026 00:16,Aditya,Singh,Ola,shopping,38092.93,Kolkata,WB,0,aditya.singh@mail.com
03/21/2026 02:05,Ishaan,Das,Nike,food,60559.09,Kolkata,GJ,1,ishaan.das@mail.com
11/21/2026 16:22,Riya,Patel,Starbucks,grocery,33004.45,Kolkata,DL,0,riya.patel@mail.com
02/22/2026 16:13,Neha,Verma,Big Bazaar,shopping,28321.53,Kolkata,MH,0,neha.verma@mail.com
11/16/2026 14:13,Riya,Verma,Croma,grocery,78068.44,Hyderabad,DL,1,riya.verma@mail.com
03/12/2026 07:38,Kavya,Verma,Zomato,transport,16987.1,Chennai,DL,0,kavya.verma@mail.com
07/10/2026 20:31,Neha,Reddy,Ola,transport,37277.52,Delhi,DL,0,neha.reddy@mail.com
01/11/2026 13:51,Meera,Gupta,Myntra,electronics,7835.35,Pune,WB,0,meera.gupta@mail.com
06/16/2026 07:18,Aditya,Verma,IRCTC,shopping,6744.87,Chennai,TN,0,aditya.verma@mail.com
01/09/2026 11:06,Riya,Singh,Big Bazaar,shopping,8265.6,Pune,DL,0,riya.singh@mail.com
12/17/2026 05:12,Arjun,Kapoor,Uber,shopping,18903.76,Kolkata,TS,0,arjun.kapoor@mail.com
01/03/2026 04:45,Aditya,Kapoor,Ola,travel,17054.48,Chennai,GJ,0,aditya.kapoor@mail.com
07/20/2026 07:08,Arjun,Verma,Swiggy,travel,66593.53,Ahmedabad,KA,0,arjun.verma@mail.com
01/18/2026 03:26,Ananya,Sharma,Dominos,food,77891.02,Bangalore,TS,1,ananya.sharma@mail.com
11/19/2026 10:41,Rohan,Verma,Zomato,electronics,16208.21,Bangalore,WB,0,rohan.verma@mail.com
11/01/2026 21:11,Meera,Verma,Apple Store,shopping,6353.68,Kolkata,DL,1,meera.verma@mail.com
10/26/2026 20:48,Rohan,Kapoor,Flipkart,transport,7517.23,Chennai,WB,0,rohan.kapoor@mail.com
01/21/2026 20:33,Rohan,Singh,Starbucks,travel,342.15,Kolkata,TS,0,rohan.singh@mail.com
06/05/2026 11:31,Ishaan,Patel,Apple Store,transport,76940.98,Ahmedabad,WB,0,ishaan.patel@mail.com
03/04/2026 09:46,Riya,Das,Ola,shopping,43658.67,Pune,TS,0,riya.das@mail.com
02/26/2026 13:20,Ishaan,Reddy,Apple Store,grocery,65963.27,Chennai,MH,0,ishaan.reddy@mail.com
07/17/2026 16:18,Aditya,Patel,Zomato,travel,16746.29,Kolkata,GJ,0,aditya.patel@mail.com
08/28/2026 16:29,Ishaan,Sharma,Croma,shopping,38967.0,Chennai,TN,0,ishaan.sharma@mail.com
06/26/2026 22:41,Meera,Singh,Ola,travel,48783.46,Chennai,TN,0,meera.singh@mail.com
05/08/2026 22:27,Riya,Mehta,Pizza Hut,travel,19841.94,Kolkata,MH,0,riya.mehta@mail.com
03/27/2026 18:02,Arjun,Verma,Starbucks,travel,45684.26,Ahmedabad,TN,1,arjun.verma@mail.com
08/07/2026 12:09,Kavya,Gupta,Big Bazaar,electronics,54377.06,Chennai,DL,0,kavya.gupta@mail.com
04/05/2026 10:55,Aditya,Sharma,Dominos,grocery,43341.1,Pune,GJ,0,aditya.sharma@mail.com
05/08/2026 16:03,Aarav,Das,Air India,travel,36171.16,Mumbai,GJ,0,aarav.das@mail.com
12/25/2026 04:46,Meera,Nair,Big Bazaar,travel,10567.76,Pune,MH,0,meera.nair@mail.com
12/14/2026 16:36,Aarav,Kapoor,Zomato,travel,47678.56,Pune,WB,0,aarav.kapoor@mail.com
12/11/2026 13:18,Kavya,Das,Amazon,grocery,40634.62,Kolkata,DL,0,kavya.das@mail.com
02/14/2026 07:50,Ishaan,Sharma,IRCTC,transport,66027.04,Bangalore,GJ,0,ishaan.sharma@mail.com
01/24/2026 00:14,Ishaan,Kapoor,Apple Store,shopping,57870.22,Mumbai,TN,1,ishaan.kapoor@mail.com
07/09/2026 15:02,Aarav,Gupta,Nike,transport,27404.58,Pune,TN,0,aarav.gupta@mail.com
10/12/2026 07:55,Riya,Gupta,Zomato,travel,61377.08,Delhi,GJ,0,riya.gupta@mail.com
11/06/2026 00:53,Ishaan,Das,Zomato,transport,19854.02,Ahmedabad,KA,0,ishaan.das@mail.com
03/14/2026 13:02,Riya,Kapoor,Zomato,travel,11571.72,Hyderabad,MH,0,riya.kapoor@mail.com
11/27/2026 08:26,Aarav,Kapoor,IRCTC,transport,59925.18,Kolkata,DL,0,aarav.kapoor@mail.com
05/14/2026 13:34,Aarav,Reddy,Croma,shopping,18787.79,Hyderabad,TN,0,aarav.reddy@mail.com
02/21/2026 10:15,Ishaan,Singh,Uber,grocery,43682.75,Delhi,MH,0,ishaan.singh@mail.com
03/05/2026 14:40,Neha,Mehta,Apple Store,shopping,69961.82,Hyderabad,TN,0,neha.mehta@mail.com
01/19/2026 21:14,Neha,Patel,Uber,travel,44890.62,Chennai,TN,0,neha.patel@mail.com
12/06/2026 04:31,Rohan,Mehta,IRCTC,electronics,11400.12,Ahmedabad,TN,0,rohan.mehta@mail.com
09/18/2026 13:21,Meera,Mehta,Amazon,transport,72182.04,Kolkata,DL,0,meera.mehta@mail.com
03/02/2026 23:20,Ishaan,Singh,Myntra,shopping,25834.67,Ahmedabad,WB,0,ishaan.singh@mail.com
01/23/2026 19:44,Aditya,Singh,IRCTC,food,13249.09,Delhi,KA,0,aditya.singh@mail.com
02/12/2026 02:47,Neha,Singh,Zomato,food,48463.48,Kolkata,TS,1,neha.singh@mail.com
11/17/2026 21:02,Ananya,Gupta,Amazon,grocery,22772.04,Mumbai,KA,0,ananya.gupta@mail.com
08/24/2026 21:58,Ananya,Mehta,Myntra,grocery,25697.25,Mumbai,KA,0,ananya.mehta@mail.com
04/12/2026 23:42,Aarav,Patel,Flipkart,grocery,47112.39,Kolkata,TS,0,aarav.patel@mail.com
01/13/2026 09:35,Aditya,Sharma,Swiggy,travel,70655.99,Mumbai,TS,0,aditya.sharma@mail.com
11/22/2026 20:03,Ananya,Mehta,Swiggy,shopping,70436.92,Kolkata,TN,0,ananya.mehta@mail.com
11/19/2026 23:18,Aarav,Das,Big Bazaar,travel,41520.68,Hyderabad,WB,0,aarav.das@mail.com
05/11/2026 05:45,Meera,Kapoor,Uber,food,19025.17,Mumbai,WB,0,meera.kapoor@mail.com
02/05/2026 03:48,Arjun,Nair,Swiggy,shopping,1610.16,Chennai,MH,1,arjun.nair@mail.com
03/09/2026 10:43,Aarav,Mehta,Starbucks,grocery,62788.14,Bangalore,TS,0,aarav.mehta@mail.com
09/07/2026 13:36,Arjun,Mehta,Apple Store,food,43537.18,Hyderabad,DL,1,arjun.mehta@mail.com
03/09/2026 17:11,Arjun,Kapoor,Big Bazaar,food,3539.25,Hyderabad,WB,0,arjun.kapoor@mail.com
07/11/2026 09:00,Arjun,Singh,Swiggy,electronics,5378.49,Bangalore,TN,0,arjun.singh@mail.com
12/03/2026 00:58,Arjun,Kapoor,Myntra,travel,60894.23,Hyderabad,GJ,1,arjun.kapoor@mail.com
05/23/2026 14:29,Kavya,Sharma,Ola,shopping,33757.84,Mumbai,GJ,0,kavya.sharma@mail.com
08/04/2026 23:21,Ishaan,Mehta,Starbucks,food,41480.41,Hyderabad,KA,0,ishaan.mehta@mail.com
08/02/2026 11:04,Riya,Das,Croma,travel,62814.54,Delhi,TS,0,riya.das@mail.com
10/25/2026 17:39,Aarav,Verma,IRCTC,food,49261.21,Mumbai,TS,0,aarav.verma@mail.com
01/01/2026 15:02,Neha,Kapoor,Croma,electronics,23800.27,Kolkata,GJ,0,neha.kapoor@mail.com
08/05/2026 04:43,Riya,Sharma,Nike,food,77096.69,Hyderabad,GJ,1,riya.sharma@mail.com
11/04/2026 12:33,Kavya,Sharma,Apple Store,travel,50521.08,Pune,TN,0,kavya.sharma@mail.com
11/14/2026 20:23,Neha,Singh,Starbucks,transport,42793.5,Bangalore,GJ,0,neha.singh@mail.com
09/26/2026 10:27,Neha,Verma,Apple Store,travel,1007.66,Chennai,KA,0,neha.verma@mail.com
10/22/2026 00:21,Aarav,Reddy,Amazon,food,23217.42,Pune,MH,0,aarav.reddy@mail.com
08/18/2026 05:15,Meera,Patel,Nike,transport,60137.96,Mumbai,TN,0,meera.patel@mail.com
10/17/2026 00:10,Aarav,Kapoor,Ola,food,51018.9,Ahmedabad,GJ,1,aarav.kapoor@mail.com
