Unnamed: 0,trans_date,cc_num,merchant,category,amount,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,email
12,2/1/2019 12:00,4188191778256698,Walmart,shopping_pos,103.17,Bhavya,Gupta,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,7206176,Student,1/1/1998,TX50000013,1549022400,18.69649483687661,73.70116016613163,0,411001,bhavya@email.com
13,2/1/2019 12:10,4450385206048485,Uber,food_dining,1617.31,Aryan,Kumar,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,5785351,Student,1/1/1998,TX50000014,1549023000,12.867912457491888,77.5499771082105,0,560001,bhavya@email.com
14,2/1/2019 12:20,4956822369201568,Uber,food_dining,1212.94,Aryan,Gupta,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,13351409,Analyst,1/1/1998,TX50000015,1549023600,17.815627542272267,78.779542574389,0,500001,bhavya@email.com
15,2/1/2019 12:30,4833948527711792,Uber,misc_net,4606.23,Riya,Singh,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,3013254,Software Engineer,1/1/1998,TX50000016,1549024200,17.16280294586892,78.0982548943291,0,500001,bhavya@email.com
16,2/1/2019 12:40,4849049959404978,Flipkart,gas_transport,4089.98,Bhavya,Verma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,1359028,Software Engineer,1/1/1998,TX50000017,1549024800,19.20785564281273,72.92579100825007,0,400001,bhavya@email.com
17,2/1/2019 12:50,4996577430551204,Amazon,grocery_pos,3437.25,Aryan,Singh,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,3158319,Analyst,1/1/1998,TX50000018,1549025400,18.889275208150764,72.42127428148314,0,400001,bhavya@email.com
18,2/1/2019 13:00,4979302221666607,Uber,grocery_pos,3274.07,Ananya,Singh,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,7333389,Teacher,1/1/1998,TX50000019,1549026000,16.914629555512413,78.48820117451207,0,500001,bhavya@email.com
19,2/1/2019 13:10,4927097920206841,Flipkart,shopping_pos,3583.91,Aryan,Kumar,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,9246345,Student,1/1/1998,TX50000020,1549026600,12.678428642167512,77.13408812992132,0,560001,bhavya@email.com
20,2/1/2019 13:20,4144359800359610,fraud_Unknown,entertainment,1110.08,Rahul,Verma,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,7683576,Student,1/1/1998,TX50000021,1549027200,16.907194447421872,78.8194406837627,0,500001,bhavya@email.com
21,2/1/2019 13:30,4041883221845428,Swiggy,misc_net,4457.16,Karan,Verma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,17719960,Student,1/1/1998,TX50000022,1549027800,18.820475213973108,72.90374735832502,0,400001,bhavya@email.com
22,2/1/2019 13:40,4338738451887119,Zomato,food_dining,593.62,Aryan,Sharma,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,2780268,Software Engineer,1/1/1998,TX50000023,1549028400,28.117965224927588,77.30106576629353,0,110001,bhavya@email.com
23,2/1/2019 13:50,4201054518764638,Uber,shopping_pos,4900.1,Bhavya,Sharma,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,7493155,Software Engineer,1/1/1998,TX50000024,1549029000,28.29587379416541,77.54375100147831,0,110001,bhavya@email.com
24,2/1/2019 14:00,4472370700648106,fraud_Unknown,shopping_pos,4601.99,Riya,Verma,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,11296280,Student,1/1/1998,TX50000025,1549029600,28.23380903106106,77.70412467410134,0,110001,bhavya@email.com
25,2/1/2019 14:10,4221534298284593,Uber,shopping_net,572.13,Bhavya,Sharma,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,2683859,Analyst,1/1/1998,TX50000026,1549030200,19.020111921069432,74.19393828752155,0,411001,bhavya@email.com
26,2/1/2019 14:20,4140089638815999,Walmart,grocery_pos,1781.11,Ananya,Kumar,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,11367520,Analyst,1/1/1998,TX50000027,1549030800,28.904231330496803,77.26467144956295,0,110001,bhavya@email.com
27,2/1/2019 14:30,4016456873004641,fraud_Unknown,misc_net,1899.98,Ananya,Gupta,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,3668111,Student,1/1/1998,TX50000028,1549031400,18.384330529990315,73.50383275107284,0,411001,bhavya@email.com
28,2/1/2019 14:40,4966627139509683,Flipkart,shopping_net,4474.44,Karan,Gupta,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,15077318,Teacher,1/1/1998,TX50000029,1549032000,18.239628928255712,73.37041404386287,0,411001,bhavya@email.com
29,2/1/2019 14:50,4508917799297889,Flipkart,food_dining,3991.86,Aryan,Kumar,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,1569271,Software Engineer,1/1/1998,TX50000030,1549032600,18.576542169491844,72.56608568861812,0,400001,bhavya@email.com
30,2/1/2019 15:00,4233116133742810,Target,shopping_pos,2896.58,Bhavya,Singh,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,6832823,Student,1/1/1998,TX50000031,1549033200,18.02230302712081,73.46674599300619,0,411001,bhavya@email.com
31,2/1/2019 15:10,4293306859725968,Amazon,grocery_pos,3430.85,Rahul,Kumar,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,11375087,Student,1/1/1998,TX50000032,1549033800,28.50482508525355,77.07472373465856,0,110001,bhavya@email.com
32,2/1/2019 15:20,4678880915936891,Flipkart,shopping_net,1949.71,Riya,Gupta,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,9695021,Teacher,1/1/1998,TX50000033,1549034400,13.263038066344699,77.54805182559964,0,560001,bhavya@email.com
33,2/1/2019 15:30,4976137847512229,Zomato,gas_transport,4429.4,Ananya,Singh,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,6951328,Student,1/1/1998,TX50000034,1549035000,28.43405655128194,77.48877715889786,0,110001,bhavya@email.com
34,2/1/2019 15:40,4281615147046546,Target,misc_net,745.03,Karan,Kumar,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,13506048,Software Engineer,1/1/1998,TX50000035,1549035600,28.357606819299736,76.95616983675401,0,110001,bhavya@email.com
35,2/1/2019 15:50,4653958973479471,Amazon,gas_transport,3599.47,Aryan,Singh,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,3781138,Analyst,1/1/1998,TX50000036,1549036200,17.035951766719617,78.07590104287947,0,500001,bhavya@email.com
36,2/1/2019 16:00,4405112925480937,Swiggy,grocery_pos,323.5,Riya,Sharma,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,11804149,Student,1/1/1998,TX50000037,1549036800,19.434330196729782,73.31210010678059,0,400001,bhavya@email.com
37,2/1/2019 16:10,4133064445898916,fraud_Unknown,misc_net,1765.65,Bhavya,Gupta,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,12103121,Software Engineer,1/1/1998,TX50000038,1549037400,28.13361746827892,77.19219281433838,0,110001,bhavya@email.com
38,2/1/2019 16:20,4052189797488035,fraud_Unknown,grocery_pos,3416.95,Aryan,Singh,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,16949628,Student,1/1/1998,TX50000039,1549038000,13.287857490355528,78.06895222994245,0,560001,bhavya@email.com
39,2/1/2019 16:30,4602342794415317,Target,misc_net,4380.23,Karan,Verma,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,3022642,Teacher,1/1/1998,TX50000040,1549038600,18.81058725698327,73.9989170988638,0,411001,bhavya@email.com
40,2/1/2019 16:40,4913031713061281,Amazon,misc_net,3096.27,Rahul,Gupta,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,3071357,Teacher,1/1/1998,TX50000041,1549039200,17.061575977446957,78.04293042965561,0,500001,bhavya@email.com
41,2/1/2019 16:50,4815389747178513,Zomato,shopping_pos,2566.5,Bhavya,Sharma,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,6787329,Analyst,1/1/1998,TX50000042,1549039800,19.004898185745958,73.70751263495278,0,411001,bhavya@email.com
42,2/1/2019 17:00,4300185707558379,Uber,gas_transport,3730.25,Ananya,Gupta,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,9598707,Student,1/1/1998,TX50000043,1549040400,19.365697202890388,72.78075482218406,0,400001,bhavya@email.com
43,2/1/2019 17:10,4745201144130108,Swiggy,misc_net,954.75,Riya,Verma,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,19270635,Teacher,1/1/1998,TX50000044,1549041000,19.229970093556936,72.98362573373551,0,400001,bhavya@email.com
44,2/1/2019 17:20,4266627631381338,Swiggy,misc_net,918.91,Aryan,Singh,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,13243731,Software Engineer,1/1/1998,TX50000045,1549041600,17.163480896146574,78.81382247639516,0,500001,bhavya@email.com
45,2/1/2019 17:30,4410023252808293,fraud_Unknown,entertainment,1400.21,Riya,Kumar,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,4593729,Student,1/1/1998,TX50000046,1549042200,17.088811855793274,78.82700752647594,0,500001,bhavya@email.com
46,2/1/2019 17:40,4837969048145263,Target,gas_transport,3792.05,Rahul,Kumar,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,11203213,Student,1/1/1998,TX50000047,1549042800,17.263171934185145,78.25941844550536,0,500001,bhavya@email.com
47,2/1/2019 17:50,4102014353552552,Flipkart,gas_transport,2629.96,Bhavya,Sharma,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,17289020,Student,1/1/1998,TX50000048,1549043400,28.698607692898968,77.57404969762715,0,110001,bhavya@email.com
48,2/1/2019 18:00,4581841088082538,fraud_Unknown,entertainment,4691.68,Bhavya,Verma,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,7963085,Software Engineer,1/1/1998,TX50000049,1549044000,18.813039599794234,74.08472463223974,0,411001,bhavya@email.com
49,2/1/2019 18:10,4393215796797881,Flipkart,gas_transport,4137.11,Riya,Sharma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,672991,Analyst,1/1/1998,TX50000050,1549044600,18.063918047078865,74.19427971266829,0,411001,bhavya@email.com
50,2/1/2019 18:20,4334769689856180,Walmart,shopping_pos,1704.46,Riya,Sharma,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,1758247,Teacher,1/1/1998,TX50000051,1549045200,28.88719628842865,77.04349418483585,0,110001,bhavya@email.com
51,2/1/2019 18:30,4444388293665291,Uber,shopping_pos,114.78,Ananya,Kumar,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,1705928,Student,1/1/1998,TX50000052,1549045800,18.093107578955813,73.92872816535956,0,411001,bhavya@email.com
52,2/1/2019 18:40,4227027449961288,fraud_Unknown,food_dining,9565.28,Aryan,Verma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,10056334,Teacher,1/1/1998,TX50000053,1549046400,18.908205246454155,73.37855516650932,1,411001,bhavya@email.com
53,2/1/2019 18:50,4475107295952843,Swiggy,misc_net,2791.65,Ananya,Kumar,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,9741838,Analyst,1/1/1998,TX50000054,1549047000,18.955121068745047,72.86143260401833,0,400001,bhavya@email.com
54,2/1/2019 19:00,4726933714530838,fraud_Unknown,entertainment,19972.55,Ananya,Kumar,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,5176018,Analyst,1/1/1998,TX50000055,1549047600,12.623570908780344,77.62027661816035,1,560001,bhavya@email.com
55,2/1/2019 19:10,4832730614063283,Uber,shopping_pos,3272.3,Rahul,Sharma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,14768841,Student,1/1/1998,TX50000056,1549048200,18.884700799225286,73.9865149221028,0,411001,bhavya@email.com
56,2/1/2019 19:20,4740636787942102,Target,grocery_pos,2279.71,Bhavya,Verma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,10119417,Analyst,1/1/1998,TX50000057,1549048800,19.564817556852685,73.06440832118949,0,400001,bhavya@email.com
57,2/1/2019 19:30,4800407619502537,Zomato,misc_net,4547.43,Karan,Kumar,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,15459978,Teacher,1/1/1998,TX50000058,1549049400,28.59037549379971,77.24743292491331,0,110001,bhavya@email.com
58,2/1/2019 19:40,4744321055401521,Flipkart,food_dining,2746.83,Bhavya,Singh,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,12004952,Student,1/1/1998,TX50000059,1549050000,18.576688282922774,72.81561541822332,0,400001,bhavya@email.com
59,2/1/2019 19:50,4608568665022280,Target,food_dining,1521.94,Aryan,Sharma,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,11760142,Teacher,1/1/1998,TX50000060,1549050600,12.996941708474035,77.24605225956604,0,560001,bhavya@email.com
60,2/1/2019 20:00,4483063374346906,Uber,gas_transport,1215.65,Ananya,Kumar,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,6817880,Student,1/1/1998,TX50000061,1549051200,13.161031628164185,78.07461045748822,0,560001,bhavya@email.com
61,2/1/2019 20:10,4619284220201576,fraud_Unknown,grocery_pos,4331.37,Aryan,Verma,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,5405130,Teacher,1/1/1998,TX50000062,1549051800,29.046489545060428,77.5951555194027,0,110001,bhavya@email.com
62,2/1/2019 20:20,4479591871579987,Amazon,gas_transport,13.22,Rahul,Verma,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,8451094,Software Engineer,1/1/1998,TX50000063,1549052400,17.651152149948178,78.9065446360505,0,500001,bhavya@email.com
63,2/1/2019 20:30,4790057324188013,Uber,shopping_pos,3015.65,Karan,Sharma,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,19780983,Software Engineer,1/1/1998,TX50000064,1549053000,28.205843069697693,76.79324924005338,0,110001,bhavya@email.com
64,2/1/2019 20:40,4459328875430666,Walmart,food_dining,1507.3,Rahul,Verma,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,7966383,Software Engineer,1/1/1998,TX50000065,1549053600,28.564045664700977,77.08711513931415,0,110001,bhavya@email.com
65,2/1/2019 20:50,4252811617946887,Swiggy,food_dining,4907.78,Rahul,Sharma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,4011290,Analyst,1/1/1998,TX50000066,1549054200,19.305076076959352,73.09880400419313,0,400001,bhavya@email.com
66,2/1/2019 21:00,4800344676064301,Walmart,grocery_pos,92.32,Aryan,Kumar,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,5155276,Analyst,1/1/1998,TX50000067,1549054800,17.59378730628062,78.55548153829149,0,500001,bhavya@email.com
67,2/1/2019 21:10,4915787583021260,Flipkart,grocery_pos,4769.49,Aryan,Kumar,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,10025797,Analyst,1/1/1998,TX50000068,1549055400,19.02235163798133,72.51066420911961,0,400001,bhavya@email.com
68,2/1/2019 21:20,4676133121343952,Uber,shopping_net,3486.35,Aryan,Verma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,13245746,Analyst,1/1/1998,TX50000069,1549056000,18.465404294917704,74.30358804312095,0,411001,bhavya@email.com
69,2/1/2019 21:30,4654846651274710,Amazon,shopping_pos,44.35,Rahul,Verma,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,7117749,Analyst,1/1/1998,TX50000070,1549056600,13.20488992222262,77.86255541295878,0,560001,bhavya@email.com
70,2/1/2019 21:40,4896458711349116,Uber,shopping_net,4808.6,Riya,Gupta,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,14392471,Analyst,1/1/1998,TX50000071,1549057200,18.77208456259721,72.38252272046729,0,400001,bhavya@email.com
71,2/1/2019 21:50,4322287835294768,Swiggy,shopping_net,2977.98,Aryan,Sharma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,2084226,Software Engineer,1/1/1998,TX50000072,1549057800,18.71207857988704,73.48519501827023,0,411001,bhavya@email.com
72,2/1/2019 22:00,4350529985273664,Target,entertainment,2590.68,Bhavya,Gupta,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,16931752,Software Engineer,1/1/1998,TX50000073,1549058400,18.03587173833229,73.6050303596125,0,411001,bhavya@email.com
73,2/1/2019 22:10,4269073703155837,Target,shopping_pos,673.25,Karan,Singh,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,18879445,Student,1/1/1998,TX50000074,1549059000,28.900978636710917,77.19817706880124,0,110001,bhavya@email.com
74,2/1/2019 22:20,4214236887769346,Walmart,shopping_pos,4185.78,Rahul,Gupta,F,123 Main Street,Pune,MH,411001,18.5204,73.8567,3059455,Analyst,1/1/1998,TX50000075,1549059600,18.366854651969536,73.51846080780233,0,411001,bhavya@email.com
75,2/1/2019 22:30,4764551113013294,fraud_Unknown,shopping_net,366.62,Ananya,Singh,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,11481269,Teacher,1/1/1998,TX50000076,1549060200,18.64097039290924,73.2179395925277,0,400001,bhavya@email.com
76,2/1/2019 22:40,4984649015916742,fraud_Unknown,gas_transport,6738.53,Bhavya,Gupta,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,4527280,Software Engineer,1/1/1998,TX50000077,1549060800,28.20518243182345,76.92794998726005,1,110001,bhavya@email.com
77,2/1/2019 22:50,4328462933188739,Flipkart,entertainment,3635.47,Karan,Gupta,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,1038139,Software Engineer,1/1/1998,TX50000078,1549061400,17.05975998770887,78.05646528084337,0,500001,bhavya@email.com
78,2/1/2019 23:00,4040504965626265,Zomato,entertainment,4790.58,Bhavya,Kumar,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,9099404,Analyst,1/1/1998,TX50000079,1549062000,12.76713811528852,77.55668410130642,0,560001,bhavya@email.com
79,2/1/2019 23:10,4816177000239720,Target,gas_transport,4515.65,Ananya,Kumar,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,19420506,Analyst,1/1/1998,TX50000080,1549062600,18.720197760239962,73.8262749811557,0,411001,bhavya@email.com
80,2/1/2019 23:20,4128498784279594,Uber,entertainment,3121.71,Karan,Singh,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,1604795,Student,1/1/1998,TX50000081,1549063200,28.454435888929094,76.90754768117131,0,110001,bhavya@email.com
81,2/1/2019 23:30,4083774370509606,Amazon,food_dining,3448.05,Rahul,Gupta,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,2251988,Software Engineer,1/1/1998,TX50000082,1549063800,13.265104329924146,77.22483026111139,0,560001,bhavya@email.com
82,2/1/2019 23:40,4035336234616080,Swiggy,grocery_pos,2926.45,Rahul,Singh,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,1193981,Analyst,1/1/1998,TX50000083,1549064400,18.842703896129233,73.88289993670516,0,411001,bhavya@email.com
83,2/1/2019 23:50,4505962352511047,Amazon,food_dining,2413.5,Karan,Kumar,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,2379466,Software Engineer,1/1/1998,TX50000084,1549065000,28.344530005633935,76.83382206567725,0,110001,bhavya@email.com
84,2/2/2019 0:00,4906286119826057,Uber,shopping_pos,761.17,Bhavya,Verma,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,14256491,Analyst,1/1/1998,TX50000085,1549065600,17.255313925369357,77.99561270627964,0,500001,bhavya@email.com
85,2/2/2019 0:10,4376406302059762,Uber,food_dining,1665.95,Riya,Gupta,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,13997181,Analyst,1/1/1998,TX50000086,1549066200,17.76890480106835,78.20256862687305,0,500001,bhavya@email.com
86,2/2/2019 0:20,4198840848041978,Zomato,food_dining,3453.93,Karan,Verma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,13703672,Student,1/1/1998,TX50000087,1549066800,18.957551437490658,72.68520151254737,0,400001,bhavya@email.com
87,2/2/2019 0:30,4969558584588337,Flipkart,shopping_pos,1232.93,Ananya,Sharma,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,11812647,Student,1/1/1998,TX50000088,1549067400,19.37132329267771,73.34411108727362,0,400001,bhavya@email.com
88,2/2/2019 0:40,4678936604581857,fraud_Unknown,entertainment,324.49,Karan,Sharma,M,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,483576,Analyst,1/1/1998,TX50000089,1549068000,17.720812843243124,78.09430468170844,0,500001,bhavya@email.com
89,2/2/2019 0:50,4263226070822871,Walmart,food_dining,944.59,Riya,Sharma,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,7782625,Teacher,1/1/1998,TX50000090,1549068600,17.462784002895468,78.93130114764789,0,500001,bhavya@email.com
90,2/2/2019 1:00,4054754786971245,Uber,entertainment,3153.02,Ananya,Singh,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,1132070,Student,1/1/1998,TX50000091,1549069200,28.530416603394404,77.57917214923343,0,110001,bhavya@email.com
91,2/2/2019 1:10,4314118520325915,fraud_Unknown,food_dining,230.53,Rahul,Kumar,M,123 Main Street,Mumbai,MH,400001,19.076,72.8777,13800381,Analyst,1/1/1998,TX50000092,1549069800,18.725420877451185,72.61123202039161,0,400001,bhavya@email.com
92,2/2/2019 1:20,4545398582657346,Target,food_dining,165.38,Rahul,Kumar,F,123 Main Street,Mumbai,MH,400001,19.076,72.8777,16202516,Analyst,1/1/1998,TX50000093,1549070400,19.551807768390905,72.83131323528033,0,400001,bhavya@email.com
93,2/2/2019 1:30,4889319832840906,Flipkart,misc_net,4171.78,Aryan,Verma,M,123 Main Street,Pune,MH,411001,18.5204,73.8567,13913905,Student,1/1/1998,TX50000094,1549071000,18.442723257307645,74.22099508216569,0,411001,bhavya@email.com
94,2/2/2019 1:40,4253146590012714,Zomato,entertainment,2263.37,Riya,Sharma,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,17727872,Teacher,1/1/1998,TX50000095,1549071600,12.555557090430598,77.17939924067667,0,560001,bhavya@email.com
95,2/2/2019 1:50,4565743269525476,Amazon,shopping_net,4982.32,Aryan,Kumar,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,4017190,Teacher,1/1/1998,TX50000096,1549072200,13.151378437548514,77.51944384939475,0,560001,bhavya@email.com
96,2/2/2019 2:00,4929645376069700,Walmart,food_dining,2438.83,Aryan,Singh,F,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,12636543,Teacher,1/1/1998,TX50000097,1549072800,13.146405492362804,77.44617732960242,0,560001,bhavya@email.com
97,2/2/2019 2:10,4645059683658204,Zomato,food_dining,557.05,Bhavya,Singh,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,10089436,Analyst,1/1/1998,TX50000098,1549073400,12.617646041542294,77.31410906194436,0,560001,bhavya@email.com
98,2/2/2019 2:20,4224315346444537,Target,gas_transport,1720.95,Aryan,Verma,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,5506157,Analyst,1/1/1998,TX50000099,1549074000,12.508619490067991,77.5057118016698,0,560001,bhavya@email.com
99,2/2/2019 2:30,4312537095583482,Target,entertainment,4781.31,Ananya,Gupta,M,123 Main Street,Delhi,DL,110001,28.6139,77.209,5300906,Software Engineer,1/1/1998,TX50000100,1549074600,28.39713245619176,76.84819363447234,0,110001,bhavya@email.com
100,2/2/2019 2:40,4918863412891626,Walmart,shopping_net,4470.52,Karan,Singh,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,14016921,Software Engineer,1/1/1998,TX50000101,1549075200,12.915837932911149,77.56311293621427,0,560001,bhavya@email.com
101,2/2/2019 2:50,4483333071999551,Target,entertainment,4288.7,Aryan,Singh,F,123 Main Street,Hyderabad,TS,500001,17.385,78.4867,17417178,Software Engineer,1/1/1998,TX50000102,1549075800,17.213045996746544,78.86609343223881,0,500001,bhavya@email.com
102,2/2/2019 3:00,4409035671031056,Swiggy,grocery_pos,4192.26,Rahul,Verma,M,123 Main Street,Bangalore,KA,560001,12.9716,77.5946,4594834,Analyst,1/1/1998,TX50000103,1549076400,13.062006029053364,77.73046781343041,0,560001,bhavya@email.com
103,2/2/2019 3:10,4225944148417959,fraud_Unknown,grocery_pos,790.12,Bhavya,Sharma,F,123 Main Street,Delhi,DL,110001,28.6139,77.209,5002008,Student,1/1/1998,TX50000104,1549077000,28.752407799847134,77.64357967753729,0,110001,bhavya@email.com
